,dataset,alg,hyperparam,train_gmeans,train_recall,train_pf,dev_gmeans,dev_recall,dev_pf,test_gmeans,test_recall,test_pf
10,PC3,NN,"{'drop': 0.13070920517387022, 'layer': 3.0639452518879673, 'lr': 0.004843527102516748, 'neurons': 47.69331838808714}",0.573596360269564,0.3309248554913295,0.005777961205117622,0.5374356580640713,0.29464285714285715,0.019704433497536946,0.4617411820494166,0.21641791044776118,0.014846235418875928
11,PC4,NN,"{'drop': 0.13070920517387022, 'layer': 3.0639452518879673, 'lr': 0.004843527102516748, 'neurons': 47.69331838808714}",0.8141084976872898,0.6783369803063457,0.022944841209542623,0.7299749351380703,0.551948051948052,0.034576888080072796,0.7471681086504359,0.5730337078651685,0.02578125
12,CM1,NN,"{'drop': 0.10855191425533045, 'layer': 4.6418020018419295, 'lr': 0.01, 'neurons': 40.43652167400143}",0.4437555296259036,0.1987179487179487,0.009052924791086351,0.31269438398822863,0.1,0.022222222222222223,0.3741572352004962,0.14285714285714285,0.0200445434298441
13,JM1,NN,"{'drop': 0.1, 'layer': 3.1183071347582807, 'lr': 0.001, 'neurons': 45.094834119725775}",0.4206394343543272,0.1805955247548012,0.02025515873574051,0.3986009844904745,0.1631578947368421,0.02620253164556962,0.40977854068627934,0.17213504517356157,0.02449584140366868
14,KC1,RF_SMOTE,"{'depth': 7.043044345186481, 'estimator': 24.042134192502985, 'max_features': 0.3998820788771511, 'max_leaf_nodes': 33.820628501093346, 'min_leaf': 15.78179608395003, 'min_split': 12.328149032974348, 'neighbors': 3.2064612345141343, 'sampling': 0.9630178198743063}",0.8736298036939085,0.9027198158008346,0.1545227870896246,0.7422179680122989,0.6735395189003437,0.18210068365444376,0.7022312273911734,0.6042944785276073,0.18395961862030286
15,KC2,RF_SMOTE,"{'depth': 1.7964325184672756, 'estimator': 37.43760073868033, 'max_features': 0.054775016021432685, 'max_leaf_nodes': 17.615855876636687, 'min_leaf': 8.384868504100158, 'min_split': 6.884282571930126, 'neighbors': 8.458637582367365, 'sampling': 0.585105895717365}",0.7978736683107516,0.7377551020408163,0.13710879284649777,0.8385799748795614,0.8222222222222222,0.14473684210526316,0.7618892122316059,0.6728971962616822,0.13734939759036144
16,PC1,RF_SMOTE,"{'depth': 6.368651719085506, 'estimator': 36.8204632338003, 'max_features': 1.0, 'max_leaf_nodes': 39.39939056506928, 'min_leaf': 20.0, 'min_split': 19.9144854646564, 'neighbors': 5.6924325262383535, 'sampling': 1.0}",0.9050732433110459,0.9366666666666666,0.12545454545454546,0.7908527224925227,0.7419354838709677,0.1570048309178744,0.7286423414361913,0.6363636363636364,0.16569767441860464
17,PC3,RF_SMOTE,"{'depth': 3.4689593740989917, 'estimator': 143.19288307526378, 'max_features': 0.813771096463067, 'max_leaf_nodes': 34.06549267009506, 'min_leaf': 4.7946083574344245, 'min_split': 4.443548581368586, 'neighbors': 3.3666556456815653, 'sampling': 0.8055840154296863}",0.857781710183322,0.9297615995898487,0.20862567065621132,0.7442971666904423,0.7410714285714286,0.2524630541871921,0.7462202228628494,0.7313432835820896,0.23860021208907742
18,PC4,RF_SMOTE,"{'depth': 5.751418851137396, 'estimator': 142.1941200389795, 'max_features': 0.9144757694491507, 'max_leaf_nodes': 23.58333958731215, 'min_leaf': 15.28180324818922, 'min_split': 14.115905770764705, 'neighbors': 1.0, 'sampling': 1.0}",0.9286928647055591,0.9919465126880413,0.1305272754900471,0.8493524707027063,0.8636363636363636,0.16469517743403095,0.8575584094169899,0.8707865168539326,0.15546875
19,CM1,RF_SMOTE,"{'depth': 1.3187318697810206, 'estimator': 77.52083835267153, 'max_features': 0.39662523165239816, 'max_leaf_nodes': 45.942268364822866, 'min_leaf': 1.8032516226200341, 'min_split': 13.826268355638266, 'neighbors': 2.049433965028666, 'sampling': 0.8042182179991115}",0.7671809178725112,0.8158123370981755,0.2785515320334262,0.7166182154164563,0.725,0.2916666666666667,0.6917212234625966,0.673469387755102,0.289532293986637
20,JM1,RF_SMOTE,"{'depth': 8.4813213026013, 'estimator': 104.08635599264187, 'max_features': 0.8526693236333777, 'max_leaf_nodes': 5.41917924519546, 'min_leaf': 2.24029738982036, 'min_split': 8.984178970396119, 'neighbors': 8.45139009943751, 'sampling': 0.9709811346454419}",0.7207977128292039,0.7155151181490228,0.2738806914886135,0.6478853008760674,0.5810526315789474,0.27759493670886076,0.6601031619590525,0.6010461245839277,0.27503702859747065
21,KC1,DT_SMOTE,"{'depth': 4.463241801922028, 'neighbors': 1.299329007776767, 'sampling': 0.9772672531139188}",0.7833417553844744,0.8819818542670825,0.3042665189084361,0.7458147949334402,0.8041237113402062,0.30826600372902424,0.6768152307307151,0.6840490797546013,0.3303421200224341
22,KC2,DT_SMOTE,"{'depth': 2.012191612847585, 'neighbors': 3.189988475465157, 'sampling': 0.6238042092207126}",0.7935919901931693,0.7630695443645084,0.17466467958271237,0.8255779474818965,0.8222222222222222,0.17105263157894737,0.7750762282215242,0.7289719626168224,0.17590361445783131
23,PC1,DT_SMOTE,"{'depth': 4.074916479984431, 'neighbors': 1.5446489883939227, 'sampling': 1.0}",0.8628374827158535,0.9515151515151515,0.2175757575757576,0.8023457894065383,0.8225806451612904,0.21739130434782608,0.7366380786483473,0.7142857142857143,0.24031007751937986
24,PC3,DT_SMOTE,"{'depth': 3.815601652051013, 'neighbors': 1.8824008429984584, 'sampling': 0.6566585356861799}",0.8411559167636316,0.9106918238993711,0.22307057366900537,0.7381705494180523,0.7589285714285714,0.28201970443349755,0.7575245225658789,0.7686567164179104,0.25344644750795337
25,PC4,DT_SMOTE,"{'depth': 4.961372443656412, 'neighbors': 2.0983441136030097, 'sampling': 0.6325392728699936}",0.9106222045631851,0.9434960327001684,0.12110621486096337,0.8274383905794984,0.8116883116883117,0.1565059144676979,0.8279908334182928,0.797752808988764,0.140625
26,CM1,DT_SMOTE,"{'depth': 3.741523922560336, 'neighbors': 1.8790490260574548, 'sampling': 0.7626695427265371}",0.8400886780735183,0.9349220898258478,0.24512534818941503,0.6795627679291705,0.625,0.2611111111111111,0.6494605524094196,0.5918367346938775,0.2873051224944321
27,JM1,DT_SMOTE,"{'depth': 1.0, 'neighbors': 9.448792191302406, 'sampling': 0.9637926071208499}",0.6619762659630904,0.6138689007925503,0.2861463153897008,0.6496488571335672,0.5921052631578947,0.2872151898734177,0.660102464334156,0.6110318592486923,0.2868861797880825
28,KC1,NB_SMOTE,"{'neighbors': 7.00750158731823, 'sampling': 1.0, 'var_smoothing': 0.0}",0.5958363861627356,0.39569192408920906,0.10278431915777808,0.6301082681048098,0.44673539518900346,0.11124922311995028,0.6071446317611808,0.4110429447852761,0.10319685922602355
29,KC2,NB_SMOTE,"{'neighbors': 6.812647136298084, 'sampling': 1.0, 'var_smoothing': 0.0}",0.623855047224011,0.4187779433681073,0.07064083457526081,0.7078507127770286,0.5333333333333333,0.060526315789473685,0.6467853345594956,0.4485981308411215,0.06746987951807229
30,PC1,NB_SMOTE,"{'neighbors': 8.262053992903821, 'sampling': 0.3200457538412836, 'var_smoothing': 0.16160566384702102}",0.5344111613605751,0.3090047393364929,0.07575757575757576,0.5634164136462172,0.3387096774193548,0.06280193236714976,0.547272048304618,0.3246753246753247,0.07751937984496124
31,PC3,NB_SMOTE,"{'neighbors': 9.110314986698878, 'sampling': 0.8157261299814031, 'var_smoothing': 0.39366617075270893}",0.7578341681134798,0.8810126582278481,0.3481221626083368,0.7161613305479939,0.8214285714285714,0.37561576354679804,0.7123974797796772,0.7910447761194029,0.3584305408271474
32,PC4,NB_SMOTE,"{'neighbors': 5.628109945722504, 'sampling': 0.7033185646746807, 'var_smoothing': 0.046450412719997725}",0.7550203380074996,0.7384914631510698,0.22808083877830118,0.7583169585480056,0.7532467532467533,0.23657870791628755,0.7494379916782886,0.7247191011235955,0.225
33,CM1,NB_SMOTE,"{'neighbors': 9.48692322473588, 'sampling': 0.5249208849324214, 'var_smoothing': 0.22129567628817481}",0.5680576770535674,0.38615179760319573,0.16434540389972144,0.6667708251965838,0.55,0.19166666666666668,0.5830819377728939,0.40816326530612246,0.16703786191536749
34,JM1,NB_SMOTE,"{'neighbors': 5.737930618887926, 'sampling': 1.0, 'var_smoothing': 0.0}",0.4496929376838975,0.21478907909358164,0.058500836931906094,0.4701226681600467,0.23578947368421052,0.06265822784810127,0.46349413632688236,0.2282453637660485,0.05879001936880483
35,KC1,LR_SMOTE,"{'c': 9.550729635395436, 'max_iter': 155.0834857618616, 'neighbors': 4.481852494615793, 'sampling': 0.9186354498588637}",0.7164220646322574,0.6779303062302007,0.2429006787643718,0.7331385073900083,0.7353951890034365,0.26911124922311996,0.7102772005295286,0.6717791411042945,0.24901850813236118
36,KC2,LR_SMOTE,"{'c': 3.3290198344001523, 'max_iter': 149.3783426530973, 'neighbors': 3.8053996848046987, 'sampling': 0.690443873659688}",0.7529472117490186,0.6692640692640692,0.15290611028315945,0.8308031765277832,0.8222222222222222,0.16052631578947368,0.764809864632722,0.6915887850467289,0.15421686746987953
37,PC1,LR_SMOTE,"{'c': 10.0, 'max_iter': 183.96950798288765, 'neighbors': 5.855332622596228, 'sampling': 1.0}",0.7420743764376245,0.6745454545454546,0.18363636363636363,0.7265769982119473,0.6612903225806451,0.20169082125603865,0.6889705061911494,0.5974025974025974,0.2054263565891473
38,PC3,LR_SMOTE,"{'c': 2.7421000701652014, 'max_iter': 143.1840580980961, 'neighbors': 3.234225123351041, 'sampling': 0.831480661388343}",0.7681325276498187,0.7586292525453191,0.22224515063970285,0.7179554744799145,0.6964285714285714,0.25985221674876846,0.7284518676090967,0.6940298507462687,0.2354188759278897
39,PC4,LR_SMOTE,"{'c': 9.444823675266589, 'max_iter': 155.9489187073689, 'neighbors': 5.051206602210527, 'sampling': 0.9988848699221872}",0.8618634000094563,0.90711131414649,0.18112748822367422,0.8461080019303671,0.8636363636363636,0.1710646041856233,0.817529807380169,0.8202247191011236,0.18515625
40,CM1,LR_SMOTE,"{'c': 9.924766544210367, 'max_iter': 184.44838544148558, 'neighbors': 6.131225986487891, 'sampling': 0.828301156256847}",0.7872398784007238,0.7554806070826307,0.1796657381615599,0.7720823214600313,0.725,0.17777777777777778,0.7200846376425808,0.6326530612244898,0.18040089086859687
41,JM1,LR_SMOTE,"{'c': 9.444823675266589, 'max_iter': 155.9489187073689, 'neighbors': 5.051206602210527, 'sampling': 0.9989939470777583}",0.6568167341103037,0.5905820061115571,0.26952020592744713,0.6496756737116284,0.58,0.2722784810126582,0.6553199898117448,0.5882073228720875,0.2699099920246098
42,KC1,KNN_SMOTE,"{'leaf': 51.05616323457703, 'n': 8.55999528692576, 'neighbors': 4.775338377438629, 'sampling': 0.9835522619329911}",0.8825586394305268,0.9287223552613044,0.16131043080759108,0.7222084081510818,0.6735395189003437,0.22560596643878186,0.6820995770288557,0.5950920245398773,0.21817162086371283
43,KC2,KNN_SMOTE,"{'leaf': 51.05616323457703, 'n': 8.55999528692576, 'neighbors': 4.775338377438629, 'sampling': 0.9835522619329911}",0.8536171146303146,0.8825493171471928,0.17436661698956782,0.7882915125586029,0.7666666666666667,0.18947368421052632,0.7435190840238218,0.7102803738317757,0.2216867469879518
44,PC1,KNN_SMOTE,"{'leaf': 16.68234706780244, 'n': 10.0, 'neighbors': 9.524023059867208, 'sampling': 1.0}",0.8985768259937709,0.9742424242424242,0.1712121212121212,0.8279630607598736,0.8548387096774194,0.19806763285024154,0.7678707513561651,0.7402597402597403,0.20348837209302326
45,PC3,KNN_SMOTE,"{'leaf': 15.087069753230324, 'n': 9.688797296279766, 'neighbors': 8.536680728905782, 'sampling': 0.8500823821309657}",0.8837999732657926,0.9793589120932491,0.20243499793644243,0.7161306223460825,0.7142857142857143,0.28201970443349755,0.7267496906979183,0.7014925373134329,0.24708377518557795
46,PC4,KNN_SMOTE,"{'leaf': 23.239140357459718, 'n': 8.411151647026827, 'neighbors': 9.1225960364081, 'sampling': 0.83408857467596}",0.906258105193544,0.9848760932944607,0.1660841817352986,0.8086848227815125,0.8376623376623377,0.21929026387625114,0.7977760520431051,0.8089887640449438,0.21328125
47,CM1,KNN_SMOTE,"{'leaf': 95.30814844571933, 'n': 9.582900744318973, 'neighbors': 6.625974769577125, 'sampling': 1.0}",0.8396792590386882,0.9916434540389972,0.2889972144846797,0.6894039293315478,0.725,0.34444444444444444,0.6616632692663825,0.6530612244897959,0.32962138084632514
48,JM1,KNN_SMOTE,"{'leaf': 15.215440637799505, 'n': 10.0, 'neighbors': 10.0, 'sampling': 1.0}",0.8157737223717225,0.8728566806858622,0.2375761326712897,0.6435844410110655,0.5847368421052631,0.2916455696202532,0.6429562500303476,0.5820256776034237,0.28973453343967187
